"","mse","AUC","bic.tr","bic.TPR","bic.TNR","t","it"
"irls1",0.0252812275075873,0.953069327160494,0.865407407407407,0.935777777777778,0.724666666666667,1.23988,350.212
"irls0.5",0.0025586448535499,0.983995641975309,0.953703703703704,0.943388888888889,0.974333333333333,0.383124,95.956
